,Name,Platform,Year,Lumino+E1,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
270,Airlock,2600,1981,Action,Data Age,0.36,0.02,0,0,0.39
271,Airport Simulator,PC,2011,Simulation,Unknown,0,0.02,0,0,0.02
272,Air-Sea Battle,2600,1977,Shooter,Atari,0.91,0.06,0,0.01,0.98
273,Airship Q,PSV,2015,Platform,Cygames,0,0,0.03,0,0.03
274,Akagawa Jirou Mystery: Yasoukyoku - Hon ni Manekareta Satsujin,DS,2008,Adventure,Marvelous Interactive,0,0,0.06,0,0.06
275,Akai Ito DS,DS,2008,Adventure,Alchemist,0,0,0.02,0,0.02
276,Akai Katana Shin,X360,2011,Shooter,Cave,0.04,0,0.01,0,0.06
277,Akane Iro ni Somaru Saka Parallel,PS2,2008,Adventure,GN Software,0,0,0.03,0,0.03
278,Akatsuki no Amaneka to Aoi Kyojin,PSP,2010,Strategy,CyberFront,0,0,0.01,0,0.01
279,Akatsuki no Goei Trinity,PSP,2012,Adventure,5pb,0,0,0.01,0,0.01
280,Akatsuki no Goei Trinity,PS3,2012,Adventure,5pb,0,0,0.01,0,0.01
281,AKB1/149: Love Election,PS3,2013,Adventure,Namco Bandai Games,0,0,0.08,0,0.08
282,AKB1/149: Love Election,PSP,2012,Adventure,Namco Bandai Games,0,0,0.23,0,0.23
283,AKB1/149: Love Election,PSV,2012,Adventure,Namco Bandai Games,0,0,0.07,0,0.07
284,AKB1/48: Idol to Guam de Koishitara...,PSP,2011,Simulation,Namco Bandai Games,0,0,0.4,0,0.4
285,AKB1/48: Idol to Koishitara...,PSP,2010,Simulation,Namco Bandai Games,0,0,0.41,0,0.41
286,AKB48+Me,3DS,2012,Action,Unknown,0,0,0.11,0,0.11
287,Akiba's Trip,PSP,2011,Adventure,Acquire,0,0,0.14,0,0.14
288,Akiba's Trip Plus,PSP,2012,Adventure,Acquire,0,0,0.08,0,0.08
289,Akiba's Trip: Undead & Undressed,PS4,2014,Action,Acquire,0.08,0,0.01,0.02,0.11
290,Akiba's Trip: Undead & Undressed,PSV,2013,Action,Nippon Ichi Software,0.09,0.02,0.08,0.03,0.21
291,Akiba's Trip: Undead & Undressed,PS3,2013,Action,Nippon Ichi Software,0.05,0.01,0.04,0.01,0.11
292,Akko ni Omakase! Brain Shock,DS,2006,Puzzle,Taito,0,0,0.04,0,0.04
293,Akuji the Heartless,PS,1998,Platform,Eidos Interactive,0.07,0.04,0,0.01,0.12
294,Aladdin Magic Racer,Wii,2011,Racing,Big Ben Interactive,0.01,0,0,0,0.01
295,Alan Wake,PC,2012,Action,Nordic Games,0,0.06,0,0.01,0.07
296,Alan Wake,X360,2010,Action,Microsoft Game Studios,0.66,0.51,0.05,0.13,1.35
297,Alex Rider: Stormbreaker,DS,2006,Action,THQ,0.06,0,0,0,0.07
298,Alexi Lalas International Soccer,PS,1998,Sports,Take-Two Interactive,0.04,0.03,0,0,0.07
299,Alfa Romeo Racing Italiano,PS2,2005,Racing,Black Bean Games,0.01,0.01,0,0,0.01
300,Alias,PS2,2004,Action,Acclaim Entertainment,0.05,0.04,0,0.01,0.11
301,Alias,XB,2004,Action,Acclaim Entertainment,0.04,0.01,0,0,0.05
302,Alia's Carnival! Sacrament,PSV,2015,Adventure,dramatic create,0,0,0.03,0,0.03
303,Alice in Wonderland,Wii,2010,Adventure,Disney Interactive Studios,0.27,0.21,0,0.05,0.53
304,Alice in Wonderland,DS,2010,Adventure,Disney Interactive Studios,0.27,0.18,0,0.05,0.5
305,Alice: Madness Returns,PS3,2011,Adventure,Electronic Arts,0.22,0.25,0.04,0.09,0.6
306,Alice: Madness Returns,X360,2011,Adventure,Electronic Arts,0.27,0.15,0.04,0.04,0.5
307,Alice: Madness Returns,PC,2011,Adventure,Electronic Arts,0,0.1,0,0.02,0.12
308,Alien,2600,1981,Action,20th Century Fox Video Games,0.74,0.04,0,0.01,0.79
309,Alien Breed Trilogy,X360,2011,Shooter,Mastertronic,0,0.02,0,0,0.03
310,Alien Hominid,PS2,2004,Shooter,Zoo Digital Publishing,0.05,0.04,0,0.01,0.1
311,Alien Hominid,GC,2004,Shooter,O3 Entertainment,0.07,0.02,0,0,0.09
312,Alien Monster Bowling League,Wii,2009,Sports,Destineer,0.09,0,0,0.01,0.09
313,Alien Resurrection,PS,2000,Shooter,Fox Interactive,0.09,0.06,0,0.01,0.16
314,Alien Syndrome,PSP,2007,Role-Playing,Sega,0.07,0,0,0.01,0.08
315,Alien Syndrome,Wii,2007,Role-Playing,Sega,0.06,0,0,0,0.06
316,Alien Trilogy,PS,1996,Shooter,Acclaim Entertainment,0.24,0.16,0.04,0.03,0.47
317,Alien: Isolation,PS4,2014,Shooter,Sega,0.34,0.56,0.04,0.19,1.13
318,Alien: Isolation,XOne,2014,Shooter,Sega,0.22,0.24,0,0.04,0.5
319,Alien: Isolation,PS3,2014,Shooter,Sega,0.12,0.19,0,0.07,0.37
320,Alien: Isolation,X360,2014,Shooter,Sega,0.15,0.13,0,0.03,0.3
321,Alien: Isolation,PC,2014,Shooter,Sega,0,0.13,0,0.01,0.15
322,Alienators: Evolution Continues,GBA,2001,Action,Activision,0.03,0.01,0,0,0.03
323,Aliens in the Attic,Wii,2009,Action,Playlogic Game Factory,0.07,0,0,0.01,0.08
324,Aliens in the Attic,DS,2009,Action,Playlogic Game Factory,0.05,0,0,0,0.05
325,Alien's Return,2600,1982,Action,ITT Family Games,0.32,0.02,0,0,0.34
326,Aliens versus Predator: Extinction,PS2,2003,Strategy,Electronic Arts,0.09,0.07,0,0.02,0.19
327,Aliens versus Predator: Extinction,XB,2003,Strategy,Electronic Arts,0.06,0.02,0,0,0.08
328,Aliens vs Predator,X360,2010,Shooter,Sega,0.55,0.4,0,0.11,1.06
329,Aliens vs Predator,PS3,2010,Shooter,Sega,0.41,0.47,0,0.18,1.05
330,Aliens vs Predator,PC,2010,Shooter,Sega,0,0.17,0,0.02,0.19
331,Aliens vs Predator: Requiem,PSP,2007,Action,Vivendi Games,0.03,0.12,0,0.07,0.22
332,Aliens: Colonial Marines,X360,2013,Shooter,Sega,0.36,0.37,0,0.07,0.8
333,Aliens: Colonial Marines,PS3,2013,Shooter,Sega,0.2,0.31,0,0.13,0.64
334,Aliens: Colonial Marines,PC,2013,Shooter,Sega,0.1,0.06,0,0.02,0.18
335,Aliens: Infestation,DS,2011,Action,Sega,0.1,0.06,0,0.02,0.18
336,All Grown Up! Express Yourself,GBA,2004,Party/Minigames,THQ,0.13,0.05,0,0,0.18
337,All Japan Pro Wrestling featuring Virtua,SAT,1997,Fighting,Sega,0,0,0.15,0,0.15
338,All Kamen Rider: Rider Generation,DS,2011,Action,Namco Bandai Games,0,0,0.12,0,0.12
339,All Kamen Rider: Rider Generation 2,DS,2012,Action,Namco Bandai Games,0,0,0.1,0,0.1
340,All Kamen Rider: Rider Generation 2,PSP,2012,Action,Namco Bandai Games,0,0,0.06,0,0.06
341,All Points Bulletin,PC,2010,Role-Playing,Electronic Arts,0,0.03,0,0.01,0.04
342,All Star Cheer Squad,Wii,2008,Sports,THQ,0.43,0.29,0,0.08,0.8
343,All Star Cheer Squad,DS,2008,Sports,THQ,0.26,0,0,0.02,0.28
344,All Star Cheer Squad 2,Wii,2009,Sports,THQ,0.12,0,0,0.01,0.13
345,All Star Karate,Wii,2010,Action,THQ,0.14,0.07,0,0.02,0.23
346,All Star Pro-Wrestling,PS2,2000,Fighting,SquareSoft,0,0,0.2,0,0.2
347,All Star Tennis 99,N64,1999,Sports,Ubisoft,0.04,0.01,0,0,0.05
348,Alleyway,GB,1989,Puzzle,Nintendo,0.96,0.38,0.55,0.05,1.94
349,Allied General,PS,1996,Strategy,SSI,0.11,0.07,0,0.01,0.19
350,All-Pro Football 2K8,X360,2007,Sports,Take-Two Interactive,0.24,0,0,0.02,0.26
351,All-Pro Football 2K8,PS3,2007,Sports,Take-Two Interactive,0.14,0,0,0.01,0.15
352,All-Star Baseball 2000,N64,1999,Sports,Acclaim Entertainment,0.36,0.03,0,0,0.39
353,All-Star Baseball 2001,N64,2000,Sports,Acclaim Entertainment,0.22,0.01,0,0,0.23
354,All-Star Baseball 2002,PS2,2001,Sports,Acclaim Entertainment,0.27,0.21,0,0.07,0.56
355,All-Star Baseball 2002,GC,2001,Sports,Acclaim Entertainment,0.17,0.04,0,0.01,0.22
356,All-Star Baseball 2003,PS2,2002,Sports,Acclaim Entertainment,0.38,0.29,0,0.1,0.77
357,All-Star Baseball 2003,XB,2002,Sports,Acclaim Entertainment,0.19,0.06,0,0.01,0.26
358,All-Star Baseball 2003,GC,2002,Sports,Acclaim Entertainment,0.12,0.03,0,0,0.15
359,All-Star Baseball 2003,GBA,2002,Sports,Acclaim Entertainment,0.11,0.04,0,0,0.15
360,All-Star Baseball 2004,PS2,2003,Sports,Acclaim Entertainment,0.21,0.16,0,0.05,0.42
361,All-Star Baseball 2004,XB,2003,Sports,Acclaim Entertainment,0.1,0.03,0,0,0.13
362,All-Star Baseball 2004,GC,2003,Sports,Acclaim Entertainment,0.06,0.02,0,0,0.08
363,All-Star Baseball 2004,GBA,2003,Sports,Acclaim Entertainment,0.05,0.02,0,0,0.07
364,All-Star Baseball 2005,PS2,2004,Sports,Acclaim Entertainment,0.16,0.12,0,0.04,0.32
365,All-Star Baseball 2005,XB,2004,Sports,Acclaim Entertainment,0.11,0.03,0,0.01,0.15
366,All-Star Baseball 99,N64,1998,Sports,Acclaim Entertainment,0.44,0.04,0,0,0.48
367,Alone in the Dark,X360,2008,Adventure,Atari,0.14,0.3,0,0.05,0.49
368,Alone in the Dark,Wii,2008,Adventure,Atari,0.09,0.08,0,0.02,0.18
369,Alone in the Dark,PS2,2008,Adventure,Atari,0.03,0.02,0,0.01,0.06
370,Alone in the Dark,PC,2008,Adventure,Atari,0,0.01,0,0,0.01
371,Alone in the Dark: Inferno,PS3,2008,Adventure,Atari,0.09,0.03,0,0.02,0.14
372,Alone in the Dark: One-Eyed Jack's Revenge,PS,1996,Adventure,Infogrames,0.17,0.12,0,0.02,0.31
373,Alone in the Dark: The New Nightmare,PS,2001,Adventure,Infogrames,0.09,0.06,0,0.01,0.16
374,Alpha and Omega,DS,2010,Action,Unknown,0.06,0,0,0,0.07
375,Alpha Protocol,PS3,2010,Role-Playing,Sega,0.19,0.18,0,0.07,0.43
376,Alpha Protocol,X360,2010,Role-Playing,Sega,0.23,0.13,0,0.04,0.4
377,Alpha Protocol,PC,2010,Role-Playing,Sega,0,0.03,0,0.01,0.04
378,Alter Echo,PS2,2003,Shooter,THQ,0.06,0.05,0,0.02,0.13
379,Alter Echo,XB,2003,Shooter,THQ,0.04,0.01,0,0,0.05
380,Alter Ego,PC,1985,Simulation,Activision,0,0.03,0,0.01,0.03
381,Altered Beast: Guardian of the Realms,GBA,2002,Action,THQ,0.07,0.02,0,0,0.09
382,Alundra,PS,1997,Role-Playing,Psygnosis,0.13,0.09,0,0.01,0.23
383,Alundra 2: A New Legend Begins,PS,1999,Role-Playing,Activision,0.15,0.1,0,0.02,0.27
384,Alvin and the Chipmunks,DS,2007,Rhythm/Music,Brash Entertainment,0.12,0,0,0.01,0.14
385,Alvin and the Chipmunks,PS2,2007,Rhythm/Music,Brash Entertainment,0.04,0.03,0,0.01,0.07
386,Alvin and the Chipmunks,Wii,2007,Rhythm/Music,Eidos Interactive,0.05,0,0,0,0.06
387,Alvin and the Chipmunks: Chipwrecked,DS,2011,Rhythm/Music,505 Games,0.07,0.03,0,0.01,0.11
388,Alvin and the Chipmunks: Chipwrecked,X360,2011,Rhythm/Music,505 Games,0.08,0.01,0,0.01,0.1
389,Alvin and the Chipmunks: Chipwrecked,Wii,2011,Rhythm/Music,505 Games,0.08,0.01,0,0.01,0.1
390,Alvin and the Chipmunks: The Squeakquel,DS,2009,Rhythm/Music,Majesco Entertainment,0.28,0,0,0.02,0.3
391,Alvin and the Chipmunks: The Squeakquel,Wii,2009,Rhythm/Music,Majesco Entertainment,0.09,0,0,0.01,0.1
392,Amagami,PSV,2014,Adventure,Kadokawa Games,0,0,0.04,0,0.04
393,Amagami,PSP,2011,Adventure,Kadokawa Shoten,0,0,0.15,0,0.15
394,Amagami,PS2,2009,Adventure,Enterbrain,0,0,0.13,0,0.13
395,Amagoushi no Yakata,PS2,2007,Adventure,Nippon Ichi Software,0,0,0.02,0,0.02
396,Amatsumi Sora ni! Kumo no Hatate ni,PSV,2015,Adventure,Prototype,0,0,0.02,0,0.02
397,Amazing Adventures: The Forgotten Ruins,DS,2008,Adventure,PopCap Games,0.13,0.08,0,0.02,0.24
398,Amazing Island,GC,2004,Strategy,Sega,0.04,0.01,0,0,0.06
399,America Oudan Ultra-Quiz,SAT,1995,Trivia/Board Game,Victor Interactive,0,0,0.02,0,0.02
400,American Bass Challenge,GBA,2001,Sports,Starfish,0.03,0.01,0,0,0.05
401,American Chopper,PS2,2004,Racing,Zoo Digital Publishing,0.35,0.01,0,0.06,0.42
402,American Chopper,XB,2004,Racing,Zoo Digital Publishing,0.11,0.03,0,0.01,0.15
403,American Chopper 2: Full Throttle,PS2,2005,Racing,Zoo Digital Publishing,0.09,0.07,0,0.02,0.18
404,American Chopper 2: Full Throttle,GC,2005,Racing,Activision,0.04,0.01,0,0,0.05
405,American Chopper 2: Full Throttle,XB,2005,Racing,Zoo Digital Publishing,0.04,0.01,0,0,0.05
406,American Girl: Julie Finds a Way,DS,2007,Adventure,THQ,0.1,0,0,0.01,0.11
407,American Girl: Kit Mystery Challenge!,DS,2008,Adventure,THQ,0.42,0,0,0.03,0.46
408,American Idol,PS2,2003,Rhythm/Music,Codemasters,0.27,0.21,0,0.07,0.55
409,American Idol,GBA,2003,Rhythm/Music,Codemasters,0.15,0.06,0,0,0.22
410,America's Army: Rise of a Soldier,XB,2005,Shooter,Ubisoft,0.19,0.05,0,0.01,0.25
411,America's Army: True Soldiers,X360,2007,Shooter,Ubisoft,0.08,0,0,0.01,0.08
412,America's Next Top Model,Wii,2010,Action,Crave Entertainment,0.08,0,0,0.01,0.08
413,America's Next Top Model,DS,2008,Action,Eidos Interactive,0.1,0,0,0.01,0.1
414,America's Test Kitchen: Let's Get Cooking,DS,2010,Simulation,Nintendo,0.25,0,0,0.02,0.27
415,AMF Bowling 2004,XB,2003,Sports,Mud Duck Productions,0.22,0.06,0,0.01,0.3
416,AMF Bowling Pinbusters!,DS,2008,Sports,Vir2L Studios,0.06,0,0,0,0.07
417,AMF Bowling Pinbusters!,Wii,2007,Sports,Bethesda Softworks,0.85,0,0,0.07,0.91
418,AMF Bowling World Lanes,Wii,2008,Sports,Bethesda Softworks,0.33,0,0,0.03,0.36
419,AMF Xtreme Bowling,PS2,2006,Sports,Mastertronic,0.01,0.01,0,0,0.02
420,Amnesia,PSP,2011,Adventure,Idea Factory,0,0,0.04,0,0.04
421,Amnesia Crowd,PSP,2013,Adventure,Idea Factory,0,0,0.05,0,0.05
422,Amnesia Later,PSV,2014,Adventure,Idea Factory,0,0,0.01,0,0.01
423,Amnesia Later,PSP,2012,Adventure,Idea Factory,0,0,0.05,0,0.05
424,AMNESIA World,PSV,2014,Adventure,Idea Factory,0,0,0.03,0,0.03
425,Amped 2,XB,2003,Sports,Microsoft Game Studios,0.2,0.04,0,0.01,0.25
426,Amped 3,X360,2005,Sports,Take-Two Interactive,0.13,0.02,0,0.01,0.16
427,Amped: Freestyle Snowboarding,XB,2001,Sports,Microsoft Game Studios,0.69,0.11,0,0.02,0.82
428,Amplitude,PS2,2003,Rhythm/Music,Sony Computer Entertainment,0.09,0.07,0,0.02,0.18
429,An American Tail: Fievel's Gold Rush,GBA,2002,Platform,Conspiracy Entertainment,0.02,0.01,0,0,0.03
430,Anarchy Reigns,PS3,2012,Action,Sega,0.1,0.03,0.06,0.02,0.21
431,Anarchy Reigns,X360,2012,Action,Sega,0.11,0.02,0.02,0.01,0.17
432,And1 Streetball,PS2,2006,Action,Ubisoft,0.13,0.1,0,0.03,0.27
433,And1 Streetball,XB,2006,Action,Ubisoft,0.06,0.02,0,0,0.07
434,Andretti Racing,PS,1996,Racing,Electronic Arts,0.43,0.29,0,0.05,0.77
435,Angel Blade: Neo Tokyo Guardians,PS,1997,Role-Playing,On Demand,0.12,0.08,0,0.01,0.21
436,Angelique Duet,PS,1998,Strategy,Tecmo Koei,0,0,0.04,0,0.04
437,Angelique Retour,PSV,2015,Action,Tecmo Koei,0,0,0.02,0,0.02
438,Angelique Trois,PS2,2000,Adventure,Tecmo Koei,0,0,0.06,0,0.06
439,Angelique: Maren no Rokukishi,PSP,2011,Adventure,Idea Factory,0,0,0.03,0,0.03
440,Angler's Club: Ultimate Bass Fishing 3D,3DS,2011,Sports,D3Publisher,0,0.03,0,0,0.03
441,Angry Birds,PC,2011,Puzzle,Focus Home Interactive,0,0.18,0,0.05,0.24
442,Angry Birds Star Wars,Wii,2013,Strategy,Activision,0.21,0.1,0,0.03,0.35
443,Angry Birds Star Wars,3DS,2013,Strategy,Activision,0.15,0.15,0,0.03,0.34
444,Angry Birds Star Wars,PS3,2013,Strategy,Activision,0.1,0.17,0,0.06,0.33
445,Angry Birds Star Wars,X360,2013,Strategy,Activision,0.16,0.11,0,0.03,0.29
446,Angry Birds Star Wars,PS4,2013,Strategy,Activision,0.1,0.08,0,0.03,0.2
447,Angry Birds Star Wars,XOne,2013,Strategy,Activision,0.11,0.04,0,0.01,0.16
448,Angry Birds Star Wars,PSV,2013,Strategy,Activision,0.05,0.04,0,0.03,0.12
449,Angry Birds Star Wars,WiiU,2013,Strategy,Activision,0.06,0.04,0,0.01,0.11
450,Angry Birds Trilogy,3DS,2012,Action,Activision,0.38,0.2,0,0.05,0.63
451,Angry Birds Trilogy,X360,2012,Action,Activision,0.18,0.06,0,0.02,0.27
452,Angry Birds Trilogy,PS3,2012,Action,Activision,0.12,0.02,0,0.02,0.16
453,Angry Birds: Rio,PC,2011,Puzzle,Focus Home Interactive,0,0.07,0,0.02,0.09
454,Anima - Gate of Memories,PS4,2016,Action,Avanquest,0,0.02,0,0,0.02
455,Animal Crossing,GC,2001,Simulation,Nintendo,1.92,0.16,0.99,0.09,3.15
456,Animal Crossing: Amiibo Festival,WiiU,2015,Party/Minigames,Nintendo,0.19,0.11,0.09,0.03,0.42
457,Animal Crossing: City Folk,Wii,2008,Simulation,Nintendo,1.87,1.12,1.32,0.37,4.68
458,Animal Crossing: Happy Home Designer,3DS,2015,Simulation,Nintendo,0.47,1,1.39,0.12,2.98
459,Animal Crossing: New Leaf,3DS,2012,Simulation,Nintendo,2.01,2.32,4.36,0.41,9.09
460,Animal Crossing: Wild World,DS,2005,Simulation,Nintendo,2.55,3.52,5.33,0.88,12.27
461,Animal Genius,DS,2007,Puzzle,Ubisoft,0.11,0,0,0.01,0.12
462,Animal Kingdom: Wildlife Expedition,Wii,2009,Adventure,Natsume,0.07,0,0,0.01,0.08
463,Animal Paradise,DS,2007,Simulation,Empire Interactive,0.09,0.14,0,0.02,0.25
464,Animal Planet: Emergency Vets,DS,2009,Simulation,Activision,0.08,0,0,0.01,0.08
465,Animal Planet: Vet Collection,DS,2010,Simulation,Activision,0.05,0,0,0,0.05
466,Animal Planet: Vet Life,DS,2009,Simulation,Activision,0.1,0,0,0.01,0.11
467,Animal Planet: Vet Life,Wii,2009,Simulation,Activision,0.09,0,0,0.01,0.1
468,Animaniacs Ten Pin Alley,PS,1998,Sports,ASC Games,0.36,0.25,0,0.04,0.66
469,Animaniacs: The Great Edgar Hunt,GC,2005,Platform,Ignition Entertainment,0.02,0.01,0,0,0.03
470,AniMates!,DS,2007,Simulation,Lexicon Entertainment,0.02,0,0,0,0.03
471,Animorphs: Shattered Reality,PS,2000,Action,Infogrames,0.03,0.02,0,0,0.06
472,Anno 1701: Dawn of Discovery,DS,2007,Simulation,Touchstone,0.07,0.06,0,0.02,0.14
473,Anno 2070,PC,2011,Strategy,Ubisoft,0,1.13,0,0.32,1.45
474,Anno 2205,PC,2015,Strategy,Ubisoft,0.02,0.22,0,0.01,0.25
475,Ano Hi Mita Hana no Namae o Bokutachi wa Mada Shiranai,PSP,2012,Action,5pb,0,0,0.02,0,0.02
476,Another Code R: A Journey into Lost Memories,Wii,2009,Adventure,Nintendo,0,0.03,0.03,0,0.06
477,Ansatsu Kyoushitsu: Assassin Ikusei Keikaku!!,3DS,2016,Action,Namco Bandai Games,0,0,0.06,0,0.06
478,Ant Nation,DS,2009,Simulation,Konami Digital Entertainment,0.06,0.01,0,0.01,0.07
479,Antiphona no Seikahime: Tenshi no Gakufu Op.A,PSP,2009,Role-Playing,Nippon Ichi Software,0,0,0.02,0,0.02
480,Antz Extreme Racing,PS2,2002,Racing,Empire Interactive,0.02,0.02,0,0.01,0.04
481,Antz Extreme Racing,XB,2002,Racing,Empire Interactive,0.01,0,0,0,0.02
482,Anubis 2,Wii,2007,Platform,Metro 3D,0.06,0,0,0,0.07
483,Ao no Exorcist: Genkoku no Labyrinth,PSP,2012,Action,Namco Bandai Games,0,0,0.04,0,0.04
484,Ao no Kanata no Four Rhythm,PSV,2016,Adventure,Unknown,0,0,0.03,0,0.03
485,Aoishiro,PS2,2008,Adventure,Success,0,0,0.02,0,0.02
486,Apache: Air Assault,PS3,2010,Simulation,Activision,0.11,0.07,0,0.03,0.22
487,Apache: Air Assault,X360,2010,Simulation,Activision,0.12,0.04,0,0.01,0.17
488,Apache: Air Assault,PC,2010,Simulation,Just Flight,0,0.03,0,0.01,0.03
489,Apassionata: Die Galanacht der Pferde,DS,2009,Simulation,RTL,0,0.04,0,0.01,0.05
490,APB Reloaded,PC,2011,Role-Playing,Iceberg Interactive,0.02,0.01,0,0,0.04
491,Ape Escape,PS3,2010,Platform,Sony Computer Entertainment,0,0.03,0,0.01,0.05
492,Ape Escape,PS,1999,Platform,Sony Computer Entertainment,0.71,0.48,0.32,0.11,1.63
493,Ape Escape 2,PS2,2002,Platform,Sony Computer Entertainment,0.12,0.09,0.38,0.03,0.63
494,Ape Escape 3,PS2,2005,Platform,Sony Computer Entertainment,0.06,0.05,0,0.02,0.13
495,Ape Escape Academy,PSP,2004,Party/Minigames,Sony Computer Entertainment,0.13,0.15,0.13,0.05,0.46
497,Ape Escape: On the Loose,PSP,2005,Platform,Sony Computer Entertainment,0.52,0.01,0.12,0.05,0.7
498,Ape Escape: Pumped & Primed,PS2,2004,Party/Minigames,Sony Computer Entertainment,0.04,0.03,0,0.01,0.08
499,Apex,XB,2003,Racing,Atari,0.1,0.03,0,0,0.14
500,Apocalypse,PS,1998,Action,Activision,0.25,0.17,0,0.03,0.45
501,Apollo Justice: Ace Attorney,DS,2007,Adventure,Capcom,0.32,0.06,0.64,0.04,1.06
502,Aqua Aqua,PS2,2000,Puzzle,3DO,0.05,0.04,0,0.01,0.11
503,Aqua Panic!,DS,2009,Puzzle,Neko Entertainment,0.01,0.01,0,0,0.02
504,Aqua Teen Hunger Force: Zombie Ninja Pro-Am,PS2,2007,Racing,Midway Games,0.03,0.03,0,0.01,0.07
505,Aquaman: Battle for Atlantis,XB,2003,Action,TDK Mediactive,0.01,0,0,0,0.01
506,Aquaman: Battle for Atlantis,GC,2003,Action,TDK Mediactive,0.01,0,0,0,0.01
507,Aquanaut's Holiday,PS,1995,Adventure,Sony Computer Entertainment,0.01,0.01,0,0,0.02
508,Aquanaut's Holiday: Kakusareta Kiroku,PS3,2008,Adventure,Sony Computer Entertainment,0,0,0.04,0,0.04
509,Aquapazza: Aquaplus Dream Match,PS3,2012,Fighting,Aqua Plus,0.05,0,0.05,0.01,0.1
510,Aquarium by DS,DS,2008,Simulation,Mercury Games,0.05,0,0,0,0.06
511,Ar Nosurge: Ode to an Unborn Star,PS3,2014,Role-Playing,Tecmo Koei,0.05,0.04,0.06,0.02,0.16
512,Ar Nosurge: Ode to an Unborn Star,PSV,2014,Role-Playing,Tecmo Koei,0,0,0.04,0,0.04
513,Ar tonelico 2: Melody of Metafalica,PS2,2007,Role-Playing,Nippon Ichi Software,0.04,0.03,0.11,0.01,0.18
514,Ar tonelico Qoga: Knell of Ar Ciel,PS3,2010,Role-Playing,Tecmo Koei,0.08,0.01,0.13,0.01,0.24
515,Ar tonelico: Melody of Elemia,PS2,2006,Role-Playing,505 Games,0,0,0.1,0,0.1
516,Arabians Lost: The Engagement on Desert,PSP,2012,Adventure,Quinrose,0,0,0.01,0,0.01
517,Arabians Lost: The Engagement on Desert,PS2,2007,Adventure,Prototype,0,0,0.02,0,0.02
518,Arc Rise Fantasia,Wii,2009,Role-Playing,Marvelous Interactive,0.13,0,0.06,0.01,0.19
519,Arc the Lad,PS,1995,Role-Playing,Sony Computer Entertainment,0,0,1.1,0.01,1.11
520,Arc the Lad 2,PS,1996,Role-Playing,Sony Computer Entertainment,0,0,0.92,0.13,1.05
521,Arc the Lad 3,PS,1999,Role-Playing,Sony Computer Entertainment,0,0,0.39,0.03,0.42
522,Arc the Lad: End of Darkness,PS2,2004,Role-Playing,Sony Computer Entertainment,0.03,0.02,0,0.01,0.06
523,Arc the Lad: Twilight of the Spirits,PS2,2003,Role-Playing,Sony Computer Entertainment,0.18,0.14,0,0.05,0.36
524,Arcade Hits: Frisky Tom,PS,2002,Action,Hamster Corporation,0.16,0.11,0,0.02,0.28
525,Arcade Party Pak,PS,1999,Compilation,Midway Games,0.06,0.04,0,0.01,0.11
526,Arcade Shooting Gallery,Wii,2008,Shooter,Zoo Games,0.18,0,0,0.01,0.19
527,Arcade Zone,Wii,2009,Party/Minigames,Activision,0.14,0,0,0.01,0.16
528,Arcana Famiglia 2,PSP,2013,Adventure,Comfort,0,0,0.02,0,0.02
529,Arcana Famiglia: La storia della Aracana Famiglia,PSP,2011,Adventure,Comfort,0,0,0.05,0,0.05
530,Arcana Famiglia: Vascello Phantasma no Majutsushi,PSP,2012,Action,Comfort,0,0,0.02,0,0.02
531,Arcana Heart,PS2,2007,Fighting,AQ Interactive,0.06,0.05,0.04,0.02,0.16
532,Arcana Heart 3,PSV,2014,Fighting,Arc System Works,0.03,0,0.02,0.01,0.06
533,Arcana Heart 3,PS3,2011,Fighting,PQube,0.04,0.05,0.1,0.02,0.2
534,Arcana Heart 3,X360,2011,Fighting,PQube,0,0.03,0.02,0,0.05
535,Arcania: Gothic 4,PS4,2015,Role-Playing,Nordic Games,0.04,0,0,0.01,0.05
536,Arcania: Gothic 4,PC,2010,Role-Playing,JoWood Productions,0.09,0.08,0,0.02,0.19
537,Arcania: Gothic 4,X360,2010,Role-Playing,JoWood Productions,0.03,0.04,0.01,0.01,0.1
538,Archer Maclean Presents: Pool Paradise,PS2,2004,Sports,Ignition Entertainment,0.03,0.02,0,0.01,0.06
539,Archer Maclean Presents: Pool Paradise,GC,2004,Sports,Ignition Entertainment,0.02,0.01,0,0,0.03
540,Archer Maclean's 3D Pool,GBA,2003,Sports,Crave Entertainment,0.05,0.02,0,0,0.07
541,Archer Maclean's Mercury,PSP,2005,Puzzle,Ignition Entertainment,0.17,0.24,0,0.14,0.56
542,Arctic Tale,DS,2007,Adventure,Zoo Digital Publishing,0.13,0,0,0.01,0.14
543,Arctic Tale,Wii,2007,Adventure,Zoo Digital Publishing,0.04,0,0,0,0.05
544,Arctic Thunder,PS2,2001,Racing,Midway Games,0.17,0.14,0,0.05,0.36
545,Arctic Thunder,XB,2001,Racing,Midway Games,0.09,0.02,0,0,0.12
546,Are You Alice?,PSP,2011,Adventure,Idea Factory,0,0,0.02,0,0.02
547,Are You Smarter Than A 5th Grader?,DS,2007,Trivia/Board Game,Mindscape,0.48,0,0,0.04,0.53
548,Are You Smarter Than a 5th Grader? Back to School,Wii,2010,Trivia/Board Game,Nintendo,0.2,0,0,0.02,0.21
